TTDDrugID	TTDTargetID	targetName	actions
D0W7WC	T55654	cystic fibrosis transmembrane conductance regulator	Modulator
D09MWJ	T53381	Alpha-1D adrenergic receptor	Antagonist
D0J5RN	T53381	Alpha-1D adrenergic receptor	Agonist
D0S0AF	T53381	Alpha-1D adrenergic receptor	Modulator
D03MIR	T53381	Alpha-1D adrenergic receptor	Antagonist
D0D7QO	T53381	Alpha-1D adrenergic receptor	Modulator
D0P9RF	T53381	Alpha-1D adrenergic receptor	Antagonist
D0T4WA	T53381	Alpha-1D adrenergic receptor	Modulator
D01MUR	T53378	Carbonic anhydrase IV	Modulator
D0VD0C	T53378	Carbonic anhydrase IV	Inhibitor
D0H8FH	T49526	Potassium voltage-gated channel subfamily KQT member 1	Blocker
D0GU4K	T47094	Substance-P receptor	Antagonist
D08WIN	T47094	Substance-P receptor	Antagonist
D0CF0Y	T47094	Substance-P receptor	Antagonist
D0KS6W	T46828	D(1B) dopamine receptor	Inhibitor
D0OJ4L	T46482	Toll-like receptor 7	Antagonist
D06CTE	T46482	Toll-like receptor 7	Agonist
D0OR2L	T42822	Ferrochelatase	Inhibitor
D0OL6O	T42822	Ferrochelatase	Activator
D0J0ZS	T42446	Gamma-aminobutyric acid B receptor	Antagonist
D0O5LA	T42446	Gamma-aminobutyric acid B receptor	Agonist
D0R4ZT	T42000	Interleukin-1 beta	Inhibitor
D07NSU	T42000	Interleukin-1 beta	Inhibitor
D06FEA	T38529	Prostaglandin E2receptor, EP2 subtype	Antagonist
D05ZTH	T38529	Prostaglandin E2receptor, EP2 subtype	Agonist
D0N2EF	T38529	Prostaglandin E2receptor, EP2 subtype	Agonist
D0W8SJ	T31204	5-hydroxytryptamine 2B receptor	Antagonist
D05NOS	T31204	5-hydroxytryptamine 2B receptor	Antagonist
D0J5DC	T28692	Lipoprotein lipase	Activator
D05VIX	T28692	Lipoprotein lipase	Activator
D02VJY	T25258	Multidrug resistance protein 1	Modulator
D0Z5SM	T24836	Vitamin K-dependent protein C	Inhibitor
D0R7WU	T20709	Muscarinic acetylcholine receptor M4	Inhibitor
D0W9VB	T20709	Muscarinic acetylcholine receptor M4	Antagonist
D0S8IQ	T20709	Muscarinic acetylcholine receptor M4	Inhibitor
D09PNY	T20709	Muscarinic acetylcholine receptor M4	Antagonist
D0Q8UR	T17345	DHFR	Modulator
D0B6TW	T17345	DHFR	Modulator
D0D3DU	T17345	DHFR	Modulator
D0AO5H	T17345	DHFR	Modulator
D0TV0C	T16633	Somatostatin receptor 1	Inhibitor
D03ZFG	T16514	Fatty acid synthase	Inhibitor
D0VF4H	T15569	Methylmalonyl-CoA mutase	Cofactor
D0TV0C	T13644	Somatostatin receptor type 3	Inhibitor
D06EMT	T13259	Succinate semialdehyde dehydrogenase, mitochondrial	Modulator
D06VNK	T13259	Succinate semialdehyde dehydrogenase, mitochondrial	Inhibitor
D0WD8M	T11448	Alpha-2A adrenergic receptor	Agonist
D0Z3DY	T11288	Multidrug resistance-associated protein 1	Stimulator
D03DEI	T11288	Multidrug resistance-associated protein 1	Modulator
D0P0SM	T11072	5-hydroxytryptamine 1D receptor	Agonist
D0O4CV	T11072	5-hydroxytryptamine 1D receptor	Modulator
D02DMQ	T11072	5-hydroxytryptamine 1D receptor	Modulator
D06FPQ	T11072	5-hydroxytryptamine 1D receptor	Modulator
D0S9MU	T11072	5-hydroxytryptamine 1D receptor	Agonist
D0Z6UC	T11072	5-hydroxytryptamine 1D receptor	Agonist
D0NG7O	T11072	5-hydroxytryptamine 1D receptor	Modulator
D0K0AT	T09909	Type-2 angiotensin II receptor	Inhibitor
D0O4CV	T07806	5-hydroxytryptamine 1B receptor	Modulator
D02DMQ	T07806	5-hydroxytryptamine 1B receptor	Modulator
D0P5SA	T07806	5-hydroxytryptamine 1B receptor	Modulator
D06FPQ	T07806	5-hydroxytryptamine 1B receptor	Modulator
D0T3KI	T07806	5-hydroxytryptamine 1B receptor	Agonist
D03NTJ	T07806	5-hydroxytryptamine 1B receptor	Modulator
D0NG7O	T07806	5-hydroxytryptamine 1B receptor	Modulator
D0S3WH	T01318	Dihydroorotate dehydrogenase, mitochondrial	Inhibitor
D06ZEE	T01318	Dihydroorotate dehydrogenase, mitochondrial	Inhibitor
D08ROP	T01318	Dihydroorotate dehydrogenase, mitochondrial	Inhibitor
D03TPR	T98933	Thyroid hormone receptor beta-1	Modulator
D07QCE	T97713	Inosine-5'-monophosphate dehydrogenase 1	Inhibitor
D03UOT	T97035	Tyrosine oxidase	Inhibitor
D0H6TP	T97035	Tyrosine oxidase	Inhibitor
D0E9CD	T94444	Aldehyde oxidase	Inhibitor
D03GET	T94444	Aldehyde oxidase	Inhibitor
D0ZX1P	T84621	Cytochrome P450 11B1, mitochondrial	Inhibitor
D0Q9JT	T84621	Cytochrome P450 11B1, mitochondrial	Inhibitor
D0I3LE	T82841	insulin	Modulator
D0QE5U	T82841	insulin	Modulator
D07NGZ	T82841	insulin	Modulator
D01IWS	T82841	insulin	Modulator
D06QDR	T79961	Acetylcholine receptor	Modulator
D0W2AN	T79961	Acetylcholine receptor	Modulator
D0E8LT	T79961	Acetylcholine receptor	Modulator
D07PCI	T75797	Prostaglandin F2-alpha receptor	Modulator
D0C6NM	T75797	Prostaglandin F2-alpha receptor	Agonist
D04LCQ	T75797	Prostaglandin F2-alpha receptor	Modulator
D09CZA	T75797	Prostaglandin F2-alpha receptor	Agonist
D07VDZ	T73495	Glutamate receptor, ionotropic kainate 1	Antagonist
D0TV0C	T64830	Somatostatin receptor type 5	Inhibitor
D06ACW	T63609	Adenylate cyclase type 1	Binder
D07QFP	T61400	Dihydroorotate dehydrogenase	Modulator
D0H0EQ	T60631	Proto-oncogene tyrosine-protein kinase receptor ret	Modulator
D09GDD	T60631	Proto-oncogene tyrosine-protein kinase receptor ret	Modulator
D0G6QF	T60631	Proto-oncogene tyrosine-protein kinase receptor ret	Inhibitor
D0F4NS	T59881	Vasopressin V1b receptor	Inhibitor
D0X7GL	T54132	Potassium voltage-gated channel subfamily KQT member 3	Modulator
D06YYD	T51666	Potassium-transporting ATPase alpha chain 1	Inhibitor
D0KL4J	T51666	Potassium-transporting ATPase alpha chain 1	Inhibitor
D0U0KW	T48268	Melatonin receptor type 1B	Modulator
D0Q5MQ	T48268	Melatonin receptor type 1B	Agonist
D07NVU	T47107	Protein kinase C gamma type	Inhibitor
D0WF7L	T46937	P2Y purinoceptor 12	Antagonist
D09QBG	T46937	P2Y purinoceptor 12	Antagonist
D0N0TZ	T46937	P2Y purinoceptor 12	Antagonist
D0U5TL	T46937	P2Y purinoceptor 12	Antagonist
D07IRF	T46937	P2Y purinoceptor 12	Inhibitor
D0B9JO	T45262	Corticotropin releasing factor receptor 1	Antagonist
D04CSZ	T41955	TRPM8 protein	Activator
D02QCM	T32247	Calcitonin receptor	Modulator
D0I1XG	T32247	Calcitonin receptor	Binder
D06ULU	T31621	Heparin-binding growth factor 2	Modulator
D0Q8ZX	T29303	Sodium channel	Blocker
D06ORU	T29303	Sodium channel	Modulator
D04MSM	T29303	Sodium channel	Modulator
D04QZD	T29303	Sodium channel	Blocker
D09QUQ	T29303	Sodium channel	Blocker
D0L7VL	T29303	Sodium channel	Inhibitor
D0WO8W	T29303	Sodium channel	Blocker
D0H2SY	T29303	Sodium channel	Blocker
D0L0MK	T29303	Sodium channel	Modulator
D0K8MP	T29303	Sodium channel	Blocker
D07ONP	T29303	Sodium channel	Blocker
D0E4DW	T29303	Sodium channel	Blocker
D0H7AV	T29303	Sodium channel	Modulator
D0T7WL	T29303	Sodium channel	Modulator
D0MD2L	T29303	Sodium channel	Blocker
D09ZIS	T29303	Sodium channel	Blocker
D0Z0MG	T25163	Carbamoyl-phosphate synthetase I	Activator
D0M6DO	T23145	Cytochrome P450 11A1, mitochondrial	Inhibitor
D0L2MX	T20401	Carbonic anhydrase II	Inhibitor
D0M9WM	T20401	Carbonic anhydrase II	Inhibitor
D03CNS	T20401	Carbonic anhydrase II	Inhibitor
D05UYW	T20401	Carbonic anhydrase II	Inhibitor
D0CK3G	T20401	Carbonic anhydrase II	Inhibitor
D0VD0C	T20401	Carbonic anhydrase II	Inhibitor
D0L9ZR	T19433	Glutathione S-transferase	Inhibitor
D04NQI	T17448	Histamine N-methyltransferase	Inhibitor
D07MGA	T16688	Diglyceride acyltransferase	Inhibitor
D0CF2Q	T09538	Alkaline phosphatase, tissue-nonspecific	Inhibitor
D02WCI	T97257	Transforming growth factor beta 1	Modulator
D07QAR	T94309	Triacylglycerol lipase, pancreatic	Inhibitor
D0T9TJ	T94309	Triacylglycerol lipase, pancreatic	Modulator
D00HPK	T93344	Squalene monooxygenase	Inhibitor
D02NTO	T93344	Squalene monooxygenase	Inhibitor
D0AD5C	T92777	Maltase-glucoamylase, intestinal	Modulator
D0D0ZD	T92777	Maltase-glucoamylase, intestinal	Inhibitor
D04ZTY	T92777	Maltase-glucoamylase, intestinal	Inhibitor
D04FBR	T89360	Inosine-5'-monophosphate dehydrogenase 2	Inhibitor
D03TYI	T88975	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	Inhibitor
D0D1HW	T88975	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	Inhibitor
D0L0ZF	T88975	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	Inhibitor
D0B5FZ	T88240	Dihydropteroate synthetase	Inhibitor
D0V4GY	T88240	Dihydropteroate synthetase	Breaker
D0Q3BV	T88240	Dihydropteroate synthetase	Binder
D0K7NQ	T88240	Dihydropteroate synthetase	Binder
D05HPI	T88240	Dihydropteroate synthetase	Binder
D03QWT	T88240	Dihydropteroate synthetase	Inhibitor
D02IIW	T88240	Dihydropteroate synthetase	Inhibitor
D0J7XL	T88240	Dihydropteroate synthetase	Binder
D02IBU	T88240	Dihydropteroate synthetase	Inhibitor
D09OOV	T88240	Dihydropteroate synthetase	Binder
D08JCA	T88240	Dihydropteroate synthetase	Binder
D0T1GT	T88240	Dihydropteroate synthetase	Inhibitor
D05LKP	T88240	Dihydropteroate synthetase	Inhibitor
D0N6TR	T88240	Dihydropteroate synthetase	Inhibitor
D0H1GJ	T88240	Dihydropteroate synthetase	Inhibitor
D0V9YR	T88240	Dihydropteroate synthetase	Inhibitor
D07JJS	T88240	Dihydropteroate synthetase	Inhibitor
D0R9OH	T88240	Dihydropteroate synthetase	Inhibitor
D0L4JT	T88240	Dihydropteroate synthetase	Modulator
D0D4CY	T88240	Dihydropteroate synthetase	Inhibitor
D09TBD	T88240	Dihydropteroate synthetase	Inhibitor
D0T1EO	T88240	Dihydropteroate synthetase	Binder
D07PAO	T88240	Dihydropteroate synthetase	Binder
D08JIV	T84316	Voltage-dependent calcium channel subunit alpha-2/delta-1	Blocker
D0OB1J	T84316	Voltage-dependent calcium channel subunit alpha-2/delta-1	Blocker
D0P6ZH	T84316	Voltage-dependent calcium channel subunit alpha-2/delta-1	Blocker
D0A1DH	T84316	Voltage-dependent calcium channel subunit alpha-2/delta-1	Blocker
D00WUF	T84316	Voltage-dependent calcium channel subunit alpha-2/delta-1	Modulator
D0M1IO	T81900	Insulin-degrading Enzyme	Inhibitor
D03VZH	T80387	Gamma-aminobutyric acid receptor subunit beta-2	Antagonist
D07NVU	T74312	FL cytokine receptor	Inhibitor
D0H0EQ	T74312	FL cytokine receptor	Modulator
D0K1XK	T69619	Membrane copper amine oxidase	Modulator
D00OVU	T69485	Orexin receptor type 2	Modulator
D02PWM	T61744	CAMP-specific 3',5'-cyclic phosphodiesterase 4A	Inhibitor
D09AMZ	T61744	CAMP-specific 3',5'-cyclic phosphodiesterase 4A	Inhibitor
D0Z9NZ	T57392	Cytochrome P450 2D6	Inducer
D0GC2M	T54128	Glutamate receptor AMPA subtype	Agonist
D05TMQ	T54128	Glutamate receptor AMPA subtype	Binder
D0WB9V	T54128	Glutamate receptor AMPA subtype	Agonist
D0E3FD	T54128	Glutamate receptor AMPA subtype	Binder
D0H4GN	T54128	Glutamate receptor AMPA subtype	Antagonist
D0SP3D	T54128	Glutamate receptor AMPA subtype	Agonist
D0AO9S	T54128	Glutamate receptor AMPA subtype	Suppressor
D02EZM	T54128	Glutamate receptor AMPA subtype	Modulator
D0D8VE	T54128	Glutamate receptor AMPA subtype	Antagonist
D03WAJ	T54128	Glutamate receptor AMPA subtype	Antagonist
D0DP6L	T54128	Glutamate receptor AMPA subtype	Agonist
D0Q5IN	T54128	Glutamate receptor AMPA subtype	Antagonist
D0W6ZF	T54128	Glutamate receptor AMPA subtype	Antagonist
D0ZB7K	T54128	Glutamate receptor AMPA subtype	Binder
D0R6BR	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0E0WQ	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0X5JS	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0A4JK	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D05BQK	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0O3AB	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0P0KF	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D00AMQ	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D03VZH	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D00ETS	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0Y4AW	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0S8TD	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D07SOO	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D08UMH	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D05OQJ	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0T5WK	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0F0YZ	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0KR9U	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D0U5RT	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D00SJE	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Antagonist
D09DWL	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Modulator
D0T1WN	T51487	Gamma-aminobutyric acid receptor subunit alpha-1	Modulator
D09OBB	T46360	Sigma(1)-type opioid receptor	Agonist
D0A0FL	T43739	Voltage-gated sodium channel subunit alpha Nav1.8	Modulator
D0Q7ZG	T43739	Voltage-gated sodium channel subunit alpha Nav1.8	Modulator
D09RHQ	T43739	Voltage-gated sodium channel subunit alpha Nav1.8	Modulator
D08HQK	T43739	Voltage-gated sodium channel subunit alpha Nav1.8	Inhibitor
D0Q2ES	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D0P5GE	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D0M4YC	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D04QLR	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D05EPM	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D0J5YC	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D08MRN	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D0K4CQ	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D07RGW	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D0X0RI	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D04VPA	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D06LYG	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D0C7ET	T39716	Sodium channel protein type 5 subunit alpha	Blocker
D0F2XV	T33193	Penicillin binding protein 3	Binder
D06QCC	T33193	Penicillin binding protein 3	Binder
D05UBX	T33193	Penicillin binding protein 3	Binder
D0K3DQ	T33193	Penicillin binding protein 3	Binder
D0O5LU	T33193	Penicillin binding protein 3	Binder
D00NJJ	T33193	Penicillin binding protein 3	Binder
D04VXN	T33193	Penicillin binding protein 3	Modulator
D05QDC	T29130	Signal transducer and activator of transcription 3	Inhibitor
D0N8DP	T28722	GABA A receptor	Modulator
D02YPG	T28722	GABA A receptor	Modulator
D02KBD	T28722	GABA A receptor	Modulator
D02OZY	T28722	GABA A receptor	Modulator
D02XSA	T28722	GABA A receptor	Modulator
D0W0MF	T28722	GABA A receptor	Modulator
D06NSA	T28722	GABA A receptor	Modulator
D0DZ3X	T25847	Peptidyl-prolyl cis-trans isomerase B	Binder
D03GLH	T20514	Delta-aminolevulinic acid dehydratase	Inhibitor
D0A3HB	T11754	Fatty-acid amide hydrolase	Inhibitor
D00MYT	T11754	Fatty-acid amide hydrolase	Inhibitor
D0RA5Q	T03691	Leukotriene A-4 hydrolase	Inhibitor
D0H2DQ	T00494	ATP-binding cassette, sub-family A, member 1	Modulator
D0V0LB	T95479	Somatostatin	Binder
D0J7TM	T95400	High affinity immunoglobulin epsilon receptor	Binder
D0C0SK	T83386	Folate receptor alpha	Modulator
D0B8SV	T77195	NADH dehydrogenase	Binder
D0L7VL	T76937	Voltage-gated sodium channel subunit alpha Nav1.3	Inhibitor
D0S2IQ	T76213	Phenylalanine hydroxylase	Modulator
D0T6DK	T76059	FK506-binding protein 1A	Binder
D0AA2D	T73726	Fungal Cytochrome P450 51	Inhibitor
D0N3SP	T73726	Fungal Cytochrome P450 51	Inhibitor
D0EV8E	T73726	Fungal Cytochrome P450 51	Inhibitor
D0G4BI	T73726	Fungal Cytochrome P450 51	Inhibitor
D09LNI	T73726	Fungal Cytochrome P450 51	Modulator
D0V4IB	T73726	Fungal Cytochrome P450 51	Modulator
D0B4IF	T73726	Fungal Cytochrome P450 51	Inhibitor
D0U4XJ	T73726	Fungal Cytochrome P450 51	Inhibitor
D00AXJ	T73726	Fungal Cytochrome P450 51	Modulator
D04GYO	T73726	Fungal Cytochrome P450 51	Inhibitor
D07ABV	T73726	Fungal Cytochrome P450 51	Inhibitor
D0O6UZ	T73726	Fungal Cytochrome P450 51	Inhibitor
D01AQT	T73726	Fungal Cytochrome P450 51	Inhibitor
D0CA6J	T73726	Fungal Cytochrome P450 51	Inhibitor
D0N3VR	T73726	Fungal Cytochrome P450 51	Modulator
D04AQH	T70449	Growth hormone-releasing hormone receptor	Binder
D0UL9R	T70449	Growth hormone-releasing hormone receptor	Binder
D0T1XW	T69506	Orphan nuclear receptor NR1I3	Modulator
D0P0WV	T63934	Interferon alpha 2 ligand	Modulator
D0OG5K	T63068	Serum albumin	Binder
D0B1FE	T63068	Serum albumin	Binder
D0P2CS	T63068	Serum albumin	Modulator
D01OIL	T63068	Serum albumin	Binder
D0H0WK	T63068	Serum albumin	Modulator
D07OIX	T63068	Serum albumin	Binder
D06ZPS	T63068	Serum albumin	Modulator
D05ATI	T63068	Serum albumin	Binder
D0YH0N	T62184	Sodium- and chloride-dependent GABA transporter 1	Modulator
D0A0OO	T56915	HIV protease	Inhibitor
D07IQS	T56915	HIV protease	Modulator
D03IGH	T56915	HIV protease	Modulator
D0F5MT	T56915	HIV protease	Inhibitor
D0V7CF	T56915	HIV protease	Inhibitor
D0ZU9R	T56915	HIV protease	Inhibitor
D0WI3T	T56915	HIV protease	Inhibitor
D0EV6T	T56915	HIV protease	Modulator
D03ZBT	T56418	ALK tyrosine kinase receptor	Modulator
D0KJ9P	T56418	ALK tyrosine kinase receptor	Modulator
D05ZYM	T53103	Alpha-N-acetylglucosaminidase	Activator
D09KLR	T52373	Farnesyl pyrophosphate synthase	Modulator
D08SJZ	T52373	Farnesyl pyrophosphate synthase	Modulator
D0VM2L	T52373	Farnesyl pyrophosphate synthase	Modulator
D00NKB	T52173	Amiloride-sensitive sodium channel alpha-subunit	Blocker
D00CTS	T50066	Chloride channel protein 2	Activator
D0H8VY	T46628	Microsomal triglyceride transfer protein, large subunit	Inhibitor
D02HSB	T43189	Tubulin	Inhibitor
D09DHY	T43189	Tubulin	Binder
D0O5WP	T43189	Tubulin	Inhibitor
D0KK2E	T43189	Tubulin	Inhibitor
D0W2EK	T43189	Tubulin	Stablizer
D01HTL	T43189	Tubulin	Inhibitor
D02GIU	T41201	Dehydropeptidase I	Inhibitor
D0G3SH	T37046	Biliverdin reductase A	Activator
D0VD0C	T31992	Carbonic anhydrase XIV	Inhibitor
D09VAZ	T31992	Carbonic anhydrase XIV	Inhibitor
D0O5NK	T31595	Neuraminidase	Inhibitor
D0P2IW	T31595	Neuraminidase	Inhibitor
D00NPP	T31595	Neuraminidase	Inhibitor
D0NJ5H	T31391	Dipeptidyl peptidase IV	Inhibitor
D0T8XB	T31391	Dipeptidyl peptidase IV	Modulator
D05IPF	T31391	Dipeptidyl peptidase IV	Modulator
D02EYG	T31391	Dipeptidyl peptidase IV	Inhibitor
D0K9MY	T31391	Dipeptidyl peptidase IV	Inhibitor
D0U2JP	T31391	Dipeptidyl peptidase IV	Inhibitor
D0L3DK	T31391	Dipeptidyl peptidase IV	Inhibitor
D0F8CM	T28076	Fibroblast growth factor-4	Modulator
D0O3YF	T25464	Calcineurin	Inhibitor
D0Z4UN	T25464	Calcineurin	Inhibitor
D06OMK	T25464	Calcineurin	Inhibitor
D00PEH	T16156	Thrombopoietin Receptor	Agonist
D03PYO	T16156	Thrombopoietin Receptor	Agonist
D08VSI	T16156	Thrombopoietin Receptor	Agonist
D01PZD	T16156	Thrombopoietin Receptor	Modulator
D0I1LH	T13999	Na-K-2Cl cotransporter	Blocker
D0L9YX	T12966	Troponin C	Stimulator
D0C4HG	T12966	Troponin C	Stimulator
D05HFY	T11843	Vitamin K epoxide reductase complex subunit 1	Inhibitor
D02TJS	T11843	Vitamin K epoxide reductase complex subunit 1	Inhibitor
D08FTG	T11843	Vitamin K epoxide reductase complex subunit 1	Inhibitor
D0QV5T	T11843	Vitamin K epoxide reductase complex subunit 1	Inhibitor
D0E3OF	T11843	Vitamin K epoxide reductase complex subunit 1	Inhibitor
D00BCP	T09423	ATP-sensitive inward rectifier potassium channel 10	Blocker
D0Z4SB	T09423	ATP-sensitive inward rectifier potassium channel 10	Blocker
D06HBQ	T09423	ATP-sensitive inward rectifier potassium channel 10	Binder
D04NTJ	T09423	ATP-sensitive inward rectifier potassium channel 10	Blocker
D03JAA	T09423	ATP-sensitive inward rectifier potassium channel 10	Binder
D0P2YU	T09423	ATP-sensitive inward rectifier potassium channel 10	Blocker
D09FJB	T09423	ATP-sensitive inward rectifier potassium channel 10	Blocker
D0W6LI	T08898	Adrenocorticotropic hormone receptor	Antagonist
D05BMG	T99524	Trace amine-associated receptor-1	Modulator
D0T3LF	T99524	Trace amine-associated receptor-1	Modulator
D0U5GS	T99524	Trace amine-associated receptor-1	Modulator
D0W1RY	T99524	Trace amine-associated receptor-1	Modulator
D00DEF	T99524	Trace amine-associated receptor-1	Modulator
D02PAH	T93878	Solute carrier family 12 member 1	Blocker
D0R7HO	T93878	Solute carrier family 12 member 1	Blocker
D09NIA	T93878	Solute carrier family 12 member 1	Blocker
D0W5UV	T93878	Solute carrier family 12 member 1	Modulator
D06TNL	T93878	Solute carrier family 12 member 1	Blocker
D0PQ3G	T93878	Solute carrier family 12 member 1	Blocker
D00WAM	T93878	Solute carrier family 12 member 1	Blocker
D03GVC	T93878	Solute carrier family 12 member 1	Blocker
D0E9JM	T93878	Solute carrier family 12 member 1	Modulator
D0J9XZ	T93878	Solute carrier family 12 member 1	Blocker
D0Y2IZ	T93878	Solute carrier family 12 member 1	Blocker
D0Y2DI	T89515	Dihydrofolate reductase	Inhibitor
D0E3SF	T89515	Dihydrofolate reductase	Inhibitor
D02LWU	T89515	Dihydrofolate reductase	Inhibitor
D0P8RS	T89515	Dihydrofolate reductase	Inhibitor
D0E0GV	T89515	Dihydrofolate reductase	Inhibitor
D0Y7TS	T89515	Dihydrofolate reductase	Inhibitor
D0X3ST	T85733	DNA topoisomerase II, beta isozyme	Inhibitor
D02PAH	T84886	Solute carrier family 12 member 3	Blocker
D01WLC	T84886	Solute carrier family 12 member 3	Blocker
D06TNG	T84886	Solute carrier family 12 member 3	Blocker
D0P0HB	T79068	Enoyl-[acyl-carrier-protein] reductase [NADH]	Inhibitor
D09XQF	T79068	Enoyl-[acyl-carrier-protein] reductase [NADH]	Inhibitor
D0L7UQ	T79068	Enoyl-[acyl-carrier-protein] reductase [NADH]	Inhibitor
D0XF8W	T79068	Enoyl-[acyl-carrier-protein] reductase [NADH]	Inhibitor
D02FLB	T74500	Potassiumvoltage-gated channel subfamily D member 3	Blocker
D0CT4D	T73676	Synaptic vesicle glycoprotein 2A	Inhibitor
D0E1XL	T73676	Synaptic vesicle glycoprotein 2A	Modulator
D05GRY	T71230	Atrial natriuretic peptide receptor A	Binder
D00HNB	T68461	Adenine nucleotide translocator 1	Inhibitor
D0I0RJ	T55094	Acid-sensing ion channel ASIC1a/ASIC1b	Modulator
D09ZIO	T50688	Glycoprotein IIb/IIIa receptor	Modulator
D0BN9X	T50688	Glycoprotein IIb/IIIa receptor	Modulator
D0DZ3X	T47081	Peptidyl-prolyl cis-trans isomerase A	Binder
D00RCI	T34843	Glucagon-like peptide 2 receptor	Modulator
D08IBS	T34743	DNA	Binder
D02LPF	T34743	DNA	Breaker
D0YA9Z	T34743	DNA	Binder
D0PA2N	T34743	DNA	Binder
D04CFW	T34743	DNA	Binder
D00XHD	T34743	DNA	Inhibitor
D06UVD	T34743	DNA	Breaker
D02TBI	T34743	DNA	Binder
D01ZEC	T34743	DNA	Binder
D0PW7C	T34743	DNA	Binder
D0X9ZC	T34743	DNA	Binder
D06YHL	T34743	DNA	Binder
D09KDN	T34743	DNA	Binder
D0WS1X	T34743	DNA	Binder
D0E3RW	T34743	DNA	Binder
D06OVY	T34743	DNA	Binder
D01BQC	T34743	DNA	Binder
D0C2YB	T34743	DNA	Binder
D06OUL	T34743	DNA	Binder
D0AP9T	T34743	DNA	Binder
D02VFC	T34743	DNA	Binder
D02MZY	T34743	DNA	Binder
D0W6CA	T34743	DNA	Binder
D0YX4S	T34743	DNA	Binder
D06KKS	T34743	DNA	Binder
D0PH5Z	T34743	DNA	Binder
D05JDR	T34743	DNA	Binder
D0Y7BD	T34743	DNA	Binder
D0Y2IE	T34743	DNA	Binder
D0Z5EM	T34743	DNA	Binder
D01DSP	T34743	DNA	Binder
D0V8QT	T34743	DNA	Intercalator
D0O1WX	T34743	DNA	Inhibitor
D0R5RR	T34743	DNA	Binder
D04KTZ	T34743	DNA	Binder
D00HWO	T34743	DNA	Binder
D0Y7ZU	T34743	DNA	Breaker
D0P8IV	T34743	DNA	Breaker
D0R2KJ	T34743	DNA	Binder
D0JO3U	T34743	DNA	Modulator
D0Q1MS	T34743	DNA	Binder
D0Q2AT	T34743	DNA	Binder
D09PZO	T34743	DNA	Binder
D04JPJ	T34743	DNA	Inhibitor
D0E9WL	T34743	DNA	Binder
D03SSE	T34743	DNA	Intercalator
D09UZO	T34743	DNA	Breaker
D08SKH	T34743	DNA	Binder
D06TQZ	T34743	DNA	Binder
D0Y0GH	T34743	DNA	Binder
D0A0JH	T34743	DNA	Binder
D0B8UJ	T34743	DNA	Binder
D0H0SJ	T34743	DNA	Modulator
D0R0BX	T34743	DNA	Breaker
D0MB8I	T34743	DNA	Binder
D09CPR	T34743	DNA	Binder
D04ZAH	T34743	DNA	Binder
D03FNJ	T34743	DNA	Binder
D0T8EH	T34743	DNA	Modulator
D04KAQ	T34743	DNA	Binder
D08HDY	T34743	DNA	Binder
D08GSF	T34743	DNA	Binder
D0I8RR	T34743	DNA	Breaker
D02ZXM	T34743	DNA	Intercalator
D08USU	T34743	DNA	Binder
D0J9UN	T34743	DNA	Modulator
D0Z4PE	T34743	DNA	Modulator
D0H2MO	T34318	Cathelicidin antimicrobial peptide	Modulator
